age,sex,marital,coninc,degree,happy,health
25.0,female,married,105852.0,associate/junior college,unanswered,good
33.0,male,never married,59542.0,bachelor's,not too happy,unanswered
45.0,female,married,59542.0,associate/junior college,pretty happy,fair
86.0,female,married,24258.0,high school,very happy,good
46.0,female,married,,high school,pretty happy,good
28.0,female,married,24258.0,less than high school,unanswered,good
21.0,male,never married,4852.0,high school,unanswered,good
72.0,female,divorced,12129.0,high school,pretty happy,good
26.0,male,never married,3087.0,high school,pretty happy,good
26.0,male,never married,14334.0,graduate,pretty happy,unanswered
31.0,female,married,33079.0,high school,very happy,unanswered
24.0,female,never married,6616.0,high school,pretty happy,unanswered
64.0,male,never married,6616.0,high school,unanswered,fair
72.0,male,separated,7939.0,high school,unanswered,good
34.0,female,married,33079.0,associate/junior college,very happy,unanswered
32.0,female,married,33079.0,high school,pretty happy,good
59.0,female,divorced,,bachelor's,pretty happy,good
72.0,female,divorced,12129.0,bachelor's,pretty happy,fair
24.0,female,never married,,bachelor's,pretty happy,good
48.0,female,married,24258.0,high school,pretty happy,poor
44.0,female,married,24258.0,high school,unanswered,excellent
35.0,male,divorced,72774.0,high school,pretty happy,good
53.0,female,married,48516.0,high school,pretty happy,poor
25.0,female,divorced,48516.0,bachelor's,pretty happy,unanswered
26.0,female,married,16539.0,graduate,unanswered,excellent
59.0,male,divorced,9924.0,high school,pretty happy,good
32.0,male,married,39695.0,high school,not too happy,excellent
57.0,female,never married,3969.0,high school,unanswered,good
51.0,male,divorced,,less than high school,unanswered,poor
44.0,male,married,7939.0,high school,unanswered,poor
47.0,female,divorced,20950.0,high school,unanswered,fair
36.0,female,separated,12129.0,high school,pretty happy,fair
48.0,female,separated,24258.0,high school,unanswered,fair
37.0,female,never married,28668.0,bachelor's,pretty happy,good
48.0,female,married,24258.0,high school,unanswered,excellent
45.0,male,married,39695.0,high school,pretty happy,unanswered
38.0,female,divorced,28668.0,high school,unanswered,good
52.0,female,married,28668.0,high school,unanswered,good
42.0,female,married,59542.0,high school,pretty happy,good
39.0,female,never married,24258.0,high school,not too happy,poor
57.0,female,widowed,16539.0,graduate,pretty happy,unanswered
78.0,female,never married,178266.0,graduate,unanswered,excellent
43.0,male,married,178266.0,bachelor's,pretty happy,good
36.0,female,married,39695.0,high school,very happy,excellent
50.0,male,married,,graduate,very happy,excellent
30.0,male,never married,33079.0,bachelor's,pretty happy,fair
49.0,female,married,105852.0,high school,very happy,unanswered
27.0,male,never married,12129.0,associate/junior college,not too happy,good
56.0,male,divorced,39695.0,associate/junior college,not too happy,excellent
40.0,male,divorced,39695.0,associate/junior college,unanswered,good
80.0,female,widowed,,high school,not too happy,poor
60.0,male,married,,bachelor's,pretty happy,unanswered
56.0,male,divorced,59542.0,bachelor's,not too happy,fair
75.0,female,widowed,12129.0,less than high school,unanswered,fair
50.0,male,married,39695.0,high school,very happy,fair
71.0,female,widowed,59542.0,graduate,very happy,fair
38.0,male,divorced,28668.0,associate/junior college,very happy,unanswered
56.0,female,divorced,4852.0,high school,pretty happy,poor
29.0,male,married,28668.0,high school,unanswered,good
44.0,female,married,72774.0,high school,very happy,good
81.0,female,divorced,48516.0,bachelor's,not too happy,excellent
77.0,female,married,,bachelor's,very happy,good
80.0,female,married,72774.0,high school,unanswered,good
43.0,male,married,59542.0,bachelor's,pretty happy,good
25.0,female,married,59542.0,bachelor's,very happy,good
37.0,male,never married,59542.0,graduate,unanswered,good
33.0,female,married,12129.0,less than high school,unanswered,fair
55.0,male,never married,24258.0,graduate,pretty happy,fair
39.0,female,married,72774.0,high school,unanswered,excellent
48.0,female,married,9924.0,less than high school,pretty happy,unanswered
40.0,female,married,,graduate,very happy,good
21.0,female,never married,88211.0,high school,very happy,unanswered
69.0,male,married,178266.0,graduate,pretty happy,excellent
34.0,male,never married,6616.0,high school,pretty happy,unanswered
51.0,female,married,72774.0,graduate,pretty happy,good
89.0,female,widowed,24258.0,high school,unanswered,fair
25.0,male,never married,14334.0,high school,not too happy,good
21.0,female,never married,7939.0,high school,pretty happy,unanswered
22.0,female,never married,14334.0,high school,unanswered,good
31.0,male,never married,12129.0,graduate,pretty happy,unanswered
36.0,male,divorced,14334.0,graduate,unanswered,excellent
23.0,male,never married,16539.0,high school,unanswered,excellent
34.0,male,married,105852.0,graduate,very happy,excellent
30.0,female,married,105852.0,high school,pretty happy,excellent
22.0,female,never married,48516.0,high school,not too happy,good
32.0,male,married,123496.0,high school,very happy,excellent
34.0,female,married,88211.0,high school,pretty happy,good
43.0,male,married,72774.0,high school,unanswered,good
53.0,male,divorced,,high school,unanswered,good
26.0,female,never married,3087.0,high school,pretty happy,fair
42.0,female,married,18745.0,less than high school,very happy,fair
35.0,male,divorced,39695.0,high school,pretty happy,good
37.0,female,married,16539.0,graduate,unanswered,good
31.0,female,never married,48516.0,high school,unanswered,poor
72.0,female,widowed,5734.0,high school,unanswered,good
89.0,female,widowed,5734.0,less than high school,unanswered,fair
23.0,male,never married,9924.0,high school,very happy,excellent
63.0,female,divorced,5734.0,high school,unanswered,good
32.0,male,separated,14334.0,less than high school,unanswered,good
51.0,female,never married,39695.0,high school,very happy,good
26.0,male,never married,24258.0,bachelor's,pretty happy,fair
22.0,female,never married,18745.0,high school,pretty happy,excellent
25.0,female,never married,,less than high school,unanswered,good
35.0,male,married,39695.0,high school,pretty happy,unanswered
69.0,female,widowed,,less than high school,pretty happy,fair
22.0,male,never married,59542.0,less than high school,unanswered,excellent
33.0,female,married,28668.0,high school,pretty happy,unanswered
32.0,female,never married,5734.0,associate/junior college,not too happy,unanswered
84.0,female,widowed,24258.0,associate/junior college,pretty happy,good
39.0,female,never married,14334.0,high school,unanswered,good
50.0,female,separated,9924.0,associate/junior college,very happy,unanswered
74.0,male,widowed,12129.0,less than high school,pretty happy,fair
55.0,male,separated,,high school,unanswered,poor
63.0,male,divorced,12129.0,high school,unanswered,good
34.0,female,separated,14334.0,high school,not too happy,fair
33.0,female,married,59542.0,bachelor's,very happy,unanswered
42.0,male,widowed,9924.0,less than high school,pretty happy,unanswered
72.0,female,widowed,14334.0,less than high school,very happy,unanswered
59.0,male,widowed,7939.0,high school,pretty happy,unanswered
46.0,female,married,24258.0,high school,unanswered,fair
64.0,male,separated,33079.0,graduate,not too happy,excellent
83.0,male,married,18745.0,high school,unanswered,good
46.0,female,divorced,12129.0,high school,pretty happy,unanswered
54.0,female,married,48516.0,associate/junior college,unanswered,good
22.0,female,never married,24258.0,less than high school,pretty happy,good
81.0,female,married,33079.0,bachelor's,unanswered,good
65.0,male,divorced,18745.0,less than high school,unanswered,fair
29.0,female,never married,14334.0,high school,very happy,excellent
25.0,female,married,33079.0,high school,pretty happy,excellent
31.0,male,never married,12129.0,high school,not too happy,unanswered
38.0,male,married,12129.0,high school,unanswered,good
44.0,female,never married,39695.0,associate/junior college,unanswered,fair
32.0,female,married,33079.0,high school,very happy,excellent
63.0,male,divorced,,high school,pretty happy,good
58.0,male,divorced,39695.0,bachelor's,pretty happy,good
54.0,female,divorced,14334.0,high school,very happy,unanswered
77.0,female,divorced,12129.0,high school,pretty happy,unanswered
77.0,male,married,24258.0,associate/junior college,unanswered,fair
32.0,male,divorced,59542.0,bachelor's,not too happy,unanswered
44.0,male,divorced,39695.0,high school,not too happy,fair
61.0,female,widowed,12129.0,high school,pretty happy,fair
61.0,female,married,72774.0,bachelor's,unanswered,good
35.0,male,never married,28668.0,bachelor's,pretty happy,good
66.0,male,married,59542.0,bachelor's,very happy,fair
74.0,male,married,48516.0,associate/junior college,very happy,good
42.0,male,married,123496.0,graduate,very happy,excellent
84.0,female,married,,high school,very happy,good
54.0,female,never married,48516.0,graduate,not too happy,good
85.0,male,married,72774.0,bachelor's,very happy,good
22.0,male,never married,18745.0,high school,unanswered,excellent
22.0,male,never married,178266.0,high school,unanswered,good
55.0,female,married,105852.0,graduate,unanswered,good
79.0,male,married,72774.0,bachelor's,unanswered,excellent
49.0,male,divorced,,graduate,pretty happy,excellent
29.0,male,married,39695.0,associate/junior college,unanswered,good
61.0,male,married,178266.0,graduate,pretty happy,unanswered
74.0,male,married,48516.0,bachelor's,pretty happy,excellent
41.0,female,married,178266.0,bachelor's,very happy,unanswered
75.0,female,widowed,7939.0,less than high school,unanswered,good
80.0,female,widowed,28668.0,high school,unanswered,good
50.0,male,married,72774.0,high school,pretty happy,unanswered
53.0,female,divorced,48516.0,high school,unanswered,good
68.0,female,divorced,28668.0,high school,very happy,good
59.0,male,married,33079.0,high school,unanswered,good
36.0,female,married,33079.0,high school,unanswered,excellent
78.0,female,never married,,bachelor's,very happy,good
46.0,female,married,48516.0,high school,very happy,good
57.0,male,married,178266.0,bachelor's,very happy,good
18.0,male,never married,24258.0,high school,pretty happy,fair
46.0,female,divorced,12129.0,bachelor's,pretty happy,good
72.0,male,married,48516.0,associate/junior college,pretty happy,fair
68.0,male,divorced,24258.0,high school,very happy,excellent
61.0,male,married,39695.0,high school,unanswered,fair
50.0,male,divorced,,less than high school,not too happy,unanswered
23.0,female,never married,441.0,high school,not too happy,fair
72.0,male,married,105852.0,graduate,pretty happy,unanswered
68.0,male,married,59542.0,high school,unanswered,good
54.0,female,married,178266.0,high school,very happy,unanswered
61.0,male,married,59542.0,associate/junior college,very happy,good
59.0,female,married,39695.0,bachelor's,very happy,good
64.0,male,divorced,59542.0,associate/junior college,unanswered,good
78.0,male,married,9924.0,less than high school,unanswered,fair
45.0,male,divorced,24258.0,high school,pretty happy,unanswered
36.0,female,married,59542.0,associate/junior college,pretty happy,unanswered
71.0,male,married,72774.0,high school,unanswered,good
58.0,female,divorced,20950.0,high school,pretty happy,excellent
38.0,male,married,88211.0,high school,unanswered,good
71.0,female,married,12129.0,less than high school,pretty happy,good
64.0,male,married,105852.0,bachelor's,very happy,excellent
34.0,male,married,88211.0,associate/junior college,unanswered,good
37.0,male,divorced,28668.0,high school,pretty happy,unanswered
20.0,female,married,72774.0,high school,unanswered,excellent
33.0,female,divorced,59542.0,high school,pretty happy,fair
86.0,male,married,88211.0,bachelor's,pretty happy,good
54.0,male,divorced,48516.0,high school,pretty happy,excellent
38.0,female,married,59542.0,associate/junior college,very happy,unanswered
74.0,male,married,24258.0,high school,pretty happy,unanswered
73.0,female,married,39695.0,less than high school,pretty happy,unanswered
40.0,male,widowed,9924.0,less than high school,pretty happy,fair
54.0,female,married,59542.0,high school,unanswered,good
22.0,male,never married,39695.0,high school,unanswered,good
24.0,male,never married,105852.0,high school,unanswered,good
54.0,male,divorced,18745.0,less than high school,pretty happy,unanswered
28.0,male,married,48516.0,associate/junior college,very happy,good
33.0,male,married,33079.0,less than high school,pretty happy,unanswered
48.0,female,married,59542.0,bachelor's,very happy,unanswered
85.0,female,widowed,24258.0,high school,pretty happy,unanswered
